# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 96, mean observations per image: 196.73958333333334
62 0.0 -0.9659258252833217 -0.0 0.2588190488560179 -2.9892516560851177 1.5033178329467773 -1.2450078714883852 1 0006_01_rgb.jpg

63 5.777789716497961e-34 -0.8660254057273917 -0.0 0.4999999966347066 -3.2112718146912433 1.5033178329467773 0.4164173335072222 1 0006_02_rgb.jpg

64 0.0 -0.7071067811865476 -0.0 0.7071067811865475 -2.5728342533111577 1.5033178329467773 1.9662638902664178 1 0006_03_rgb.jpg

65 0.0 -0.4999999966347066 -0.0 0.8660254057273917 -1.2450078714883848 1.5033178329467773 2.989251656085118 1 0006_04_rgb.jpg

66 0.0 -0.2588190488560179 -0.0 0.9659258252833217 0.41641733350722177 1.5033178329467773 3.2112718146912442 1 0006_05_rgb.jpg

67 0.0 -0.0 -0.0 1.0 1.9662638902664182 1.5033178329467773 2.5728342533111577 1 0006_06_rgb.jpg

68 0.0 -0.2588190488560179 -0.0 -0.9659258252833217 2.9892516560851177 1.5033178329467773 1.2450078714883852 1 0006_07_rgb.jpg

69 0.0 0.4999999966347066 -0.0 0.8660254057273917 3.2112718146912433 1.5033178329467773 -0.4164173335072222 1 0006_08_rgb.jpg

70 0.0 0.7071067811865475 -0.0 0.7071067811865476 2.5728342533111577 1.5033178329467773 -1.9662638902664178 1 0006_09_rgb.jpg

71 5.777789716497961e-34 -0.8660254057273917 -0.0 -0.4999999966347066 1.2450078714883848 1.5033178329467773 -2.989251656085118 1 0006_10_rgb.jpg

72 0.0 -0.9659258252833217 -0.0 -0.2588190488560179 -0.41641733350722177 1.5033178329467773 -3.2112718146912442 1 0006_11_rgb.jpg

73 0.0 -1.0 -0.0 -0.0 -1.926171898841858 1.5647482872009277 -0.5476796627044678 1 0007_00_rgb.jpg

74 0.0 -0.9659258252833217 -0.0 0.2588190488560179 -1.94195365014725 1.5647482872009277 0.4887814700548385 1 0007_01_rgb.jpg

75 5.777789716497961e-34 -0.8660254057273917 -0.0 0.4999999966347066 -1.4373904806440894 1.5647482872009277 1.3942739726979605 1 0007_02_rgb.jpg

76 0.0 -0.7071067811865476 -0.0 0.7071067811865475 -0.5476796627044682 1.5647482872009277 1.9261718988418577 1 0007_03_rgb.jpg

77 0.0 -0.4999999966347066 -0.0 0.8660254057273917 0.4887814700548386 1.5647482872009277 1.9419536501472505 1 0007_04_rgb.jpg

78 0.0 -0.2588190488560179 -0.0 0.9659258252833217 1.3942739726979598 1.5647482872009277 1.4373904806440894 1 0007_05_rgb.jpg

79 0.0 -0.0 -0.0 1.0 1.926171898841858 1.5647482872009277 0.547679662704468 1 0007_06_rgb.jpg

80 0.0 -0.2588190488560179 -0.0 -0.9659258252833217 1.94195365014725 1.5647482872009277 -0.4887814700548385 1 0007_07_rgb.jpg

81 0.0 0.4999999966347066 -0.0 0.8660254057273917 1.4373904806440894 1.5647482872009277 -1.3942739726979605 1 0007_08_rgb.jpg

82 0.0 0.7071067811865475 -0.0 0.7071067811865476 0.5476796627044682 1.5647482872009277 -1.9261718988418577 1 0007_09_rgb.jpg

83 5.777789716497961e-34 -0.8660254057273917 -0.0 -0.4999999966347066 -0.4887814700548386 1.5647482872009277 -1.9419536501472505 1 0007_10_rgb.jpg

84 0.0 -0.9659258252833217 -0.0 -0.2588190488560179 -1.3942739726979598 1.5647482872009277 -1.4373904806440894 1 0007_11_rgb.jpg

85 0.0 -1.0 -0.0 -0.0 -2.487804412841797 1.4718124866485596 -2.5174527168273926 1 0008_00_rgb.jpg

86 0.0 -0.9659258252833217 -0.0 0.2588190488560179 -3.413228232804339 1.4718124866485596 -0.9362757852541785 1 0008_01_rgb.jpg

87 5.777789716497961e-34 -0.8660254057273917 -0.0 0.4999999966347066 -3.424080265073511 1.4718124866485596 0.8957754482012095 1 0008_02_rgb.jpg

88 0.0 -0.7071067811865476 -0.0 0.7071067811865475 -2.517452716827393 1.4718124866485596 2.4878044128417964 1 0008_03_rgb.jpg

89 0.0 -0.4999999966347066 -0.0 0.8660254057273917 -0.9362757852541781 1.4718124866485596 3.4132282328043395 1 0008_04_rgb.jpg

90 0.0 -0.2588190488560179 -0.0 0.9659258252833217 0.8957754482012088 1.4718124866485596 3.424080265073511 1 0008_05_rgb.jpg

91 0.0 -0.0 -0.0 1.0 2.4878044128417964 1.4718124866485596 2.517452716827393 1 0008_06_rgb.jpg

92 0.0 -0.2588190488560179 -0.0 -0.9659258252833217 3.413228232804339 1.4718124866485596 0.9362757852541785 1 0008_07_rgb.jpg

93 0.0 0.4999999966347066 -0.0 0.8660254057273917 3.424080265073511 1.4718124866485596 -0.8957754482012095 1 0008_08_rgb.jpg

94 0.0 0.7071067811865475 -0.0 0.7071067811865476 2.517452716827393 1.4718124866485596 -2.4878044128417964 1 0008_09_rgb.jpg

95 5.777789716497961e-34 -0.8660254057273917 -0.0 -0.4999999966347066 0.9362757852541781 1.4718124866485596 -3.4132282328043395 1 0008_10_rgb.jpg

96 0.0 -0.9659258252833217 -0.0 -0.2588190488560179 -0.8957754482012088 1.4718124866485596 -3.424080265073511 1 0008_11_rgb.jpg

97 0.0 -1.0 -0.0 -0.0 -2.4590346813201904 1.6675362586975098 -0.5468063354492188 1 0009_00_rgb.jpg

98 0.0 -0.9659258252833217 -0.0 0.2588190488560179 -2.4029896970066766 1.6675362586975098 0.7559691920626136 1 0009_01_rgb.jpg

99 5.777789716497961e-34 -0.8660254057273917 -0.0 0.4999999966347066 -1.7030655554605638 1.6675362586975098 1.8561833468361477 1 0009_02_rgb.jpg

100 0.0 -0.7071067811865476 -0.0 0.7071067811865475 -0.5468063354492193 1.6675362586975098 2.4590346813201904 1 0009_03_rgb.jpg

101 0.0 -0.4999999966347066 -0.0 0.8660254057273917 0.7559691920626138 1.6675362586975098 2.402989697006677 1 0009_04_rgb.jpg

102 0.0 -0.2588190488560179 -0.0 0.9659258252833217 1.8561833468361473 1.6675362586975098 1.7030655554605638 1 0009_05_rgb.jpg

103 0.0 -0.0 -0.0 1.0 2.4590346813201904 1.6675362586975098 0.5468063354492191 1 0009_06_rgb.jpg

104 0.0 -0.2588190488560179 -0.0 -0.9659258252833217 2.4029896970066766 1.6675362586975098 -0.7559691920626136 1 0009_07_rgb.jpg

105 0.0 0.4999999966347066 -0.0 0.8660254057273917 1.7030655554605638 1.6675362586975098 -1.8561833468361477 1 0009_08_rgb.jpg

106 0.0 0.7071067811865475 -0.0 0.7071067811865476 0.5468063354492193 1.6675362586975098 -2.4590346813201904 1 0009_09_rgb.jpg

107 5.777789716497961e-34 -0.8660254057273917 -0.0 -0.4999999966347066 -0.7559691920626138 1.6675362586975098 -2.402989697006677 1 0009_10_rgb.jpg

108 0.0 -0.9659258252833217 -0.0 -0.2588190488560179 -1.8561833468361473 1.6675362586975098 -1.7030655554605638 1 0009_11_rgb.jpg

109 0.0 -1.0 -0.0 -0.0 -3.007446050643921 1.6079267263412476 -2.519653558731079 1 0010_00_rgb.jpg

110 0.0 -0.9659258252833217 -0.0 0.2588190488560179 -3.864351517025157 1.6079267263412476 -0.6783609443735404 1 0010_01_rgb.jpg

111 5.777789716497961e-34 -0.8660254057273917 -0.0 0.4999999966347066 -3.6858070759849695 1.6079267263412476 1.344697890459089 1 0010_02_rgb.jpg

112 0.0 -0.7071067811865476 -0.0 0.7071067811865475 -2.51965355873108 1.6079267263412476 3.0074460506439205 1 0010_03_rgb.jpg

113 0.0 -0.4999999966347066 -0.0 0.8660254057273917 -0.6783609443735398 1.6079267263412476 3.864351517025158 1 0010_04_rgb.jpg

114 0.0 -0.2588190488560179 -0.0 0.9659258252833217 1.3446978904590887 1.6079267263412476 3.6858070759849695 1 0010_05_rgb.jpg

115 0.0 -0.0 -0.0 1.0 3.0074460506439205 1.6079267263412476 2.5196535587310795 1 0010_06_rgb.jpg

116 0.0 -0.2588190488560179 -0.0 -0.9659258252833217 3.864351517025157 1.6079267263412476 0.6783609443735404 1 0010_07_rgb.jpg

117 0.0 0.4999999966347066 -0.0 0.8660254057273917 3.6858070759849695 1.6079267263412476 -1.344697890459089 1 0010_08_rgb.jpg

118 0.0 0.7071067811865475 -0.0 0.7071067811865476 2.51965355873108 1.6079267263412476 -3.0074460506439205 1 0010_09_rgb.jpg

119 5.777789716497961e-34 -0.8660254057273917 -0.0 -0.4999999966347066 0.6783609443735398 1.6079267263412476 -3.864351517025158 1 0010_10_rgb.jpg

120 0.0 -0.9659258252833217 -0.0 -0.2588190488560179 -1.3446978904590887 1.6079267263412476 -3.6858070759849695 1 0010_11_rgb.jpg

121 0.0 -1.0 -0.0 -0.0 -2.978959321975708 1.201369285583496 -0.5272845029830933 1 0011_00_rgb.jpg

122 0.0 -0.9659258252833217 -0.0 0.2588190488560179 -2.8434967314127575 1.201369285583496 1.032837922384977 1 0011_01_rgb.jpg

123 5.777789716497961e-34 -0.8660254057273917 -0.0 0.4999999966347066 -1.9461214797913102 1.201369285583496 2.316212214233928 1 0011_02_rgb.jpg

124 0.0 -0.7071067811865476 -0.0 0.7071067811865475 -0.5272845029830939 1.201369285583496 2.978959321975708 1 0011_03_rgb.jpg

125 0.0 -0.4999999966347066 -0.0 0.8660254057273917 1.032837922384977 1.201369285583496 2.843496731412758 1 0011_04_rgb.jpg

126 0.0 -0.2588190488560179 -0.0 0.9659258252833217 2.316212214233927 1.201369285583496 1.9461214797913104 1 0011_05_rgb.jpg

127 0.0 -0.0 -0.0 1.0 2.978959321975708 1.201369285583496 0.5272845029830936 1 0011_06_rgb.jpg

128 0.0 -0.2588190488560179 -0.0 -0.9659258252833217 2.8434967314127575 1.201369285583496 -1.032837922384977 1 0011_07_rgb.jpg

129 0.0 0.4999999966347066 -0.0 0.8660254057273917 1.9461214797913102 1.201369285583496 -2.316212214233928 1 0011_08_rgb.jpg

130 0.0 0.7071067811865475 -0.0 0.7071067811865476 0.5272845029830939 1.201369285583496 -2.978959321975708 1 0011_09_rgb.jpg

131 5.777789716497961e-34 -0.8660254057273917 -0.0 -0.4999999966347066 -1.032837922384977 1.201369285583496 -2.843496731412758 1 0011_10_rgb.jpg

132 0.0 -0.9659258252833217 -0.0 -0.2588190488560179 -2.316212214233927 1.201369285583496 -1.9461214797913104 1 0011_11_rgb.jpg
